NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,TP_SEXO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,COMPUTADOR,INTERNET
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,533,589.6,549.8,617.5,720,601.98,Não,Não
18,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,387.9,492.1,425.2,536.1,480,464.26,Não,Não
17,Soteiro(a),Branca,M,ESpanhol,27014959,Palmeira dos Indios,AL,408.1,333.2,399.3,373.6,500,402.84,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27014959,Palmeira dos Indios,AL,403.7,509.6,420.5,575.5,360,453.86,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27045234,Penedo,AL,355.8,478.6,495.7,499.1,540,473.84,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27220923,Palmeira dos Indios,AL,595.8,598.9,620.7,669.4,740,644.96,Não,Não
16,Soteiro(a),Branca,M,Inglês,27220923,Palmeira dos Indios,AL,433.4,438.6,507.1,500.5,620,499.92,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,476.7,541.3,559.4,429.4,500,501.36,Não,Sim
20,Soteiro(a),Preta,M,ESpanhol,27215830,Palmeira dos Indios,AL,406.9,448.1,511,366.5,640,474.5,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27045137,Penedo,AL,507.8,383.4,505,367.7,580,468.78,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,403.9,383.3,467.6,445.9,400,420.14,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,519.6,554.8,586.1,678.1,780,623.72,"Sim, um",Sim
28,Soteiro(a),Parda,F,Inglês,27013880,Palmeira dos Indios,AL,426.4,531.9,466.8,434.8,540,479.98,Não,Sim
18,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,462.9,433.4,475,361.9,440,434.64,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,454,531.3,564.6,501.6,760,562.3,Não,Sim
22,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,537.9,396.8,555.1,576.6,660,545.28,"Sim, um",Sim
22,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,387.4,453.3,465.3,387.2,580,454.64,Não,Sim
19,Soteiro(a),Branca,M,ESpanhol,27047830,Penedo,AL,412.4,398.5,468.6,435.5,500,443,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27013901,Palmeira dos Indios,AL,445.5,498.1,514,438.2,520,483.16,Não,Não
17,Soteiro(a),Parda,F,Inglês,27014959,Palmeira dos Indios,AL,428.6,466.7,521,425.4,580,484.34,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27220923,Palmeira dos Indios,AL,587.1,574.5,574.9,440,800,595.3,"Sim, dois",Sim
17,Soteiro(a),Branca,M,ESpanhol,27015068,Palmeira dos Indios,AL,376.4,333.5,425.2,359.9,540,407,"Sim, um",Sim
18,Soteiro(a),Preta,M,ESpanhol,27042251,Coruripe,AL,407.8,400.6,483.1,485.3,480,451.36,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27014053,Palmeira dos Indios,AL,365.3,503.7,374.7,493.6,520,451.46,"Sim, um",Sim
19,Soteiro(a),Parda,F,Inglês,27045145,Penedo,AL,387.7,478.3,500.7,399.3,480,449.2,Não,Sim
21,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,613.1,634.5,560.7,619.3,560,597.52,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,579.5,639.4,565.2,716.6,920,684.14,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27014002,Palmeira dos Indios,AL,512.3,565.4,538.2,403.9,560,515.96,"Sim, um",Sim
17,Soteiro(a),Branca,M,ESpanhol,27226239,Coruripe,AL,482.3,411.2,496.1,462.4,440,458.4,Não,Não
17,Soteiro(a),Branca,M,ESpanhol,27220923,Palmeira dos Indios,AL,389.2,412.5,423.3,521.8,600,469.36,"Sim, um",Sim
17,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,626.8,643,606.9,705.4,700,656.42,"Sim, dois",Sim
18,Soteiro(a),Branca,M,ESpanhol,27014029,Palmeira dos Indios,AL,410.5,507.1,472.5,443.4,480,462.7,"Sim, um",Sim
16,Soteiro(a),Branca,M,ESpanhol,27220923,Palmeira dos Indios,AL,586.4,503.5,490,638.8,760,595.74,"Sim, um",Não
18,Soteiro(a),Branca,F,ESpanhol,27045137,Penedo,AL,356.7,500.1,508.6,386.5,480,446.38,"Sim, dois",Sim
17,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,474.7,486.3,572.3,483.8,560,515.42,Não,Não
18,Soteiro(a),Amarela,M,ESpanhol,27042251,Coruripe,AL,360.2,520.2,553.8,514.2,580,505.68,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014932,Palmeira dos Indios,AL,536.3,521.2,560.4,470,440,505.58,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27013901,Palmeira dos Indios,AL,416.4,429.8,481.6,572.3,520,484.02,"Sim, um",Sim
17,Soteiro(a),Branca,F,Inglês,27013901,Palmeira dos Indios,AL,568.7,593.7,601.7,596.6,620,596.14,"Sim, um",Não
18,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,521.1,343.7,528.5,623.3,500,503.32,"Sim, um",Sim
19,Soteiro(a),Amarela,F,ESpanhol,27050572,Coruripe,AL,486.3,493.6,514.9,712.4,740,589.44,Não,Não
20,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,466.6,500.3,537.8,443.1,600,509.56,Não,Sim
24,Soteiro(a),Parda,F,ESpanhol,27013928,Palmeira dos Indios,AL,496.2,443.1,506,411.8,520,475.42,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,511.9,545.9,562.5,703.5,580,580.76,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27013901,Palmeira dos Indios,AL,417.6,425.8,439.5,494.5,640,483.48,"Sim, um",Sim
16,Soteiro(a),Branca,M,ESpanhol,27220923,Palmeira dos Indios,AL,428,356,477.1,497.6,440,439.74,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,438.4,400,333.2,433.8,320,385.08,Não,Não
18,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,524.3,512.4,520,449.1,620,525.16,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,413.3,517.7,482.8,487.7,720,524.3,Não,Sim
20,Soteiro(a),Branca,M,Inglês,27047830,Penedo,AL,638.1,502.8,590.8,559.5,560,570.24,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,449.4,506.1,481.5,474.7,540,490.34,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27014053,Palmeira dos Indios,AL,453,424.6,495,470.4,560,480.6,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,419.9,432.4,426.2,514.7,360,430.64,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,456.1,498.1,531.2,413.3,400,459.74,Não,Não
22,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,448,496,547.1,554.7,540,517.16,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,561.2,484,518.7,733.3,960,651.44,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,476.4,562.5,545.9,607.3,600,558.42,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,421.8,446.2,417.1,397.9,540,444.6,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,446.7,583.9,476.9,650.1,660,563.52,Não,Não
18,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,556.9,571.9,564,656.3,700,609.82,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27013901,Palmeira dos Indios,AL,532.7,539.4,583.1,580.8,700,587.2,"Sim, um",Sim
20,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,408,371.4,379.2,426.5,620,441.02,Não,Sim
42,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,380.1,386.2,379.9,453.7,480,415.98,Não,Sim
17,Soteiro(a),Preta,F,Inglês,27047830,Penedo,AL,474.6,516.7,544.4,537.9,640,542.72,"Sim, um",Sim
19,Soteiro(a),Preta,M,Inglês,27050572,Coruripe,AL,473.6,488.9,500.8,636.4,560,531.94,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27045552,Penedo,AL,418.1,357.4,528.8,432.5,440,435.36,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,366.4,464.1,494.3,476,460,452.16,Não,Sim
18,Soteiro(a),Amarela,M,ESpanhol,27047830,Penedo,AL,515.1,543.2,514.7,712.2,480,553.04,Não,Não
19,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,551.9,541.8,530.6,500.6,600,544.98,"Sim, um",Sim
19,Não dec,Parda,M,Inglês,27050572,Coruripe,AL,580.1,617.4,595,693.8,560,609.26,"Sim, dois",Sim
22,Não dec,Parda,F,ESpanhol,27047830,Penedo,AL,561.6,584.2,606.2,559.8,620,586.36,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,589.7,563.3,554.8,724.9,640,614.54,"Sim, um",Sim
19,Soteiro(a),Branca,F,Inglês,27014002,Palmeira dos Indios,AL,378,496.8,446.1,419.7,580,464.12,Não,Não
18,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,485,556.2,573,519.9,600,546.82,"Sim, um",Sim
18,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,569.3,547.1,606.6,656.4,580,591.88,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,532.7,588.7,557.7,575.6,840,618.94,"Sim, um",Sim
17,Soteiro(a),Indigena,M,ESpanhol,27014606,Palmeira dos Indios,AL,412.7,442.9,502.4,443.9,560,472.38,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27014959,Palmeira dos Indios,AL,405.9,491.3,535,502,640,514.84,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27045552,Penedo,AL,381.2,417.8,452.1,376,380,401.42,Não,Sim
22,Soteiro(a),Parda,M,Inglês,27014029,Palmeira dos Indios,AL,392.7,353.8,533.9,391.7,560,446.42,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,348.7,445.3,462.4,650.8,620,505.44,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,517.3,541.8,573.3,580.7,740,590.62,"Sim, um",Sim
19,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,477.5,476.7,514.4,564.3,600,526.58,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27014010,Palmeira dos Indios,AL,386.8,378.2,414.9,427.2,420,405.42,Não,Sim
18,Não dec,Preta,F,ESpanhol,27050572,Coruripe,AL,400.2,389.4,427,541.1,500,451.54,Não,Sim
19,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,531.3,551.6,558.5,619.5,560,564.18,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27045234,Penedo,AL,392.6,363.4,415.1,397.4,540,421.7,Não,Sim
17,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,395.5,452,491.8,525.5,580,488.96,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27013901,Palmeira dos Indios,AL,466.3,546.6,533.6,496.1,760,560.52,Não,Sim
18,Soteiro(a),Não dec,M,Inglês,27047830,Penedo,AL,565,621.2,628.8,695.1,800,662.02,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014010,Palmeira dos Indios,AL,407.2,525.4,500.4,423.4,560,483.28,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27015068,Palmeira dos Indios,AL,497.2,397.1,409.7,490,600,478.8,"Sim, um",Sim
20,Soteiro(a),Parda,M,ESpanhol,27015068,Palmeira dos Indios,AL,418.5,508.5,469.6,478.1,520,478.94,Não,Sim
16,Soteiro(a),Amarela,F,Inglês,27042251,Coruripe,AL,456.7,562.2,594.2,623.2,840,615.26,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27226166,Penedo,AL,545.9,569.8,561.9,559.1,580,563.34,Não,Sim
18,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,506.8,578,406.6,560.9,880,586.46,"Sim, um",Sim
18,Soteiro(a),Não dec,M,Inglês,27047830,Penedo,AL,559.9,547.5,570.3,612.8,300,518.1,"Sim, dois",Sim
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,357.5,557.6,529.3,410.8,460,463.04,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27226328,Coruripe,AL,413.6,372.5,481,606.9,460,466.8,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014037,Palmeira dos Indios,AL,424.9,486,525.3,516.5,380,466.54,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27215830,Palmeira dos Indios,AL,640.3,583.8,589,690.8,700,640.78,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27014959,Palmeira dos Indios,AL,494.7,505.2,589.4,533.8,700,564.62,Não,Sim
18,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,555.3,663.1,605.2,758.7,900,696.46,"Sim, dois",Sim
18,Soteiro(a),Parda,M,ESpanhol,27014037,Palmeira dos Indios,AL,433.3,479.8,512.4,369.1,600,478.92,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27050572,Coruripe,AL,544.8,556.6,582.1,583,640,581.3,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,402.9,558,484.7,539.9,880,573.1,Não,Sim
