NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,TP_SEXO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,COMPUTADOR,INTERNET
17,Soteiro(a),Parda,F,ESpanhol,27045552,Penedo,AL,452,564.6,543.7,557.9,800,583.64,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27045552,Penedo,AL,472.5,508,485.1,512.8,600,515.68,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27045200,Penedo,AL,438.7,399.4,507.5,484.2,760,517.96,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27015068,Palmeira dos Indios,AL,417.9,462.5,479.3,425.2,600,476.98,Não,Não
19,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,539.4,563.4,554.7,509,700,573.3,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27014053,Palmeira dos Indios,AL,484.5,502.6,512.6,517.3,560,515.4,Não,Não
19,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,352.5,524.2,408.5,508,360,430.64,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,428.9,546.9,488.9,517.8,540,504.5,"Sim, dois",Sim
17,Soteiro(a),Preta,M,ESpanhol,27014029,Palmeira dos Indios,AL,522.1,569,565.3,487.7,660,560.82,Não,Sim
18,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,446.7,563.6,522.3,457.6,620,522.04,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,395.9,357.4,429.1,393.9,580,431.26,"Sim, um",Sim
17,Soteiro(a),Parda,F,Inglês,27045200,Penedo,AL,419.8,443.2,515.4,466.1,840,536.9,Não,Não
20,Soteiro(a),Indigena,M,ESpanhol,27014959,Palmeira dos Indios,AL,430.9,572.6,548.6,378.7,540,494.16,Não,Não
18,Soteiro(a),Branca,F,Inglês,27013928,Palmeira dos Indios,AL,502,476.9,413.8,469.5,500,472.44,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014002,Palmeira dos Indios,AL,398.9,478.9,490.8,370.8,540,455.88,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27014932,Palmeira dos Indios,AL,351.6,470.1,515.4,392.1,660,477.84,Não,Não
17,Soteiro(a),Parda,M,Inglês,27014010,Palmeira dos Indios,AL,555.9,530.8,509.1,489,320,480.96,Não,Não
17,Soteiro(a),Branca,F,ESpanhol,27014908,Palmeira dos Indios,AL,436.2,389.1,418.2,466.3,560,453.96,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27042251,Coruripe,AL,373,469.8,492.6,492.6,800,525.6,"Sim, um",Sim
17,Soteiro(a),Preta,M,ESpanhol,27014959,Palmeira dos Indios,AL,393.1,499.5,560.6,663,760,575.24,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,547.4,587.7,600.5,700.5,860,659.22,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,482.1,578.6,566.8,562.1,880,613.92,"Sim, um",Sim
18,Soteiro(a),Amarela,F,ESpanhol,27047830,Penedo,AL,506.7,519.6,540.4,557.1,560,536.76,Não,Sim
17,Soteiro(a),Amarela,F,ESpanhol,27013928,Palmeira dos Indios,AL,525.2,538.2,565.1,396.8,640,533.06,Não,Sim
19,Soteiro(a),Preta,M,ESpanhol,27215830,Palmeira dos Indios,AL,579.8,630.8,573.3,715.2,800,659.82,Não,Não
18,Soteiro(a),Indigena,M,ESpanhol,27014037,Palmeira dos Indios,AL,416.7,394.7,417.1,439.6,460,425.62,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27045200,Penedo,AL,552.4,499.4,557.3,482.9,580,534.4,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27014932,Palmeira dos Indios,AL,367.9,511.5,482.4,427.9,300,417.94,Não,Não
19,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,537.7,553.1,552,549.6,640,566.48,"Sim, um",Sim
17,Soteiro(a),Preta,F,ESpanhol,27014010,Palmeira dos Indios,AL,360.1,408.3,323.6,431.3,340,372.66,Não,Sim
19,Soteiro(a),Amarela,F,Inglês,27013928,Palmeira dos Indios,AL,453.5,379.5,485.5,492,580,478.1,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,485.3,563.2,548.4,513.8,740,570.14,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,367.7,389.9,509.4,399.5,400,413.3,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,598,603.1,573.9,544.5,880,639.9,"Sim, um",Não
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,469.4,427,394.7,363.4,460,422.9,Não,Não
17,Soteiro(a),Preta,F,Inglês,27013928,Palmeira dos Indios,AL,394.6,428.3,399.5,414.3,400,407.34,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27014932,Palmeira dos Indios,AL,391.3,429.2,491.1,362.8,600,454.88,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,404.9,398.7,439.7,524,460,445.46,"Sim, um",Não
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,436.4,388.7,511.9,402.7,660,479.94,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,512.5,487.7,535.4,405.7,660,520.26,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27014959,Palmeira dos Indios,AL,350.2,362.6,450.3,420,540,424.62,Não,Sim
17,Separado(a),Branca,M,Inglês,27014029,Palmeira dos Indios,AL,450.4,532.6,456.3,572.3,320,466.32,"Sim, um",Sim
19,Soteiro(a),Branca,F,Inglês,27226239,Coruripe,AL,402.8,441,500.9,500.6,300,429.06,Não,Não
20,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,558.2,583,579.7,591,560,574.38,Não,Sim
20,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,510.1,566.7,553.8,543.9,900,614.9,Não,Sim
20,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,562.4,602.8,596.9,700.2,560,604.46,"Sim, um",Sim
19,Soteiro(a),Preta,M,Inglês,27050572,Coruripe,AL,555.5,575.4,592.9,745.1,880,669.78,"Sim, um",Sim
16,Soteiro(a),Parda,F,ESpanhol,27014010,Palmeira dos Indios,AL,443.7,534,512.2,421,800,542.18,Não,Sim
18,Não dec,Branca,M,ESpanhol,27042251,Coruripe,AL,406.3,434,426.2,479.4,440,437.18,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27220923,Palmeira dos Indios,AL,576.8,602.9,569.6,665.1,940,670.88,"Sim, um",Sim
18,Soteiro(a),Parda,M,Inglês,27042251,Coruripe,AL,391.7,486.4,510.8,551.5,920,572.08,"Sim, dois",Sim
19,Soteiro(a),Preta,M,ESpanhol,27014959,Palmeira dos Indios,AL,433.6,409.1,490.1,432.9,360,425.14,Não,Não
18,Soteiro(a),Preta,M,Inglês,27014010,Palmeira dos Indios,AL,438,382.3,378.7,458.4,860,503.48,Não,Não
18,Não dec,Parda,F,Inglês,27045145,Penedo,AL,419.1,382.1,450.9,406,520,435.62,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27226328,Coruripe,AL,411.2,486.3,488.9,459.8,680,505.24,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27045552,Penedo,AL,428.5,421.2,445.6,442.6,480,443.58,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27045552,Penedo,AL,356.3,463.9,455.3,438.6,620,466.82,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,407.3,438.3,457.1,363,480,429.14,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,419.1,360.1,423.5,374.4,460,407.42,Não,Não
17,Soteiro(a),Preta,M,Inglês,27014010,Palmeira dos Indios,AL,486.9,585.2,561.7,470.6,660,552.88,Não,Não
17,Soteiro(a),Branca,F,Inglês,27014959,Palmeira dos Indios,AL,423.4,481.7,519.1,618.1,640,536.46,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,390.9,358.3,419.5,409.6,460,407.66,Não,Não
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,456.3,567,554.3,539.2,760,575.36,Não,Não
18,Soteiro(a),Amarela,F,ESpanhol,27013928,Palmeira dos Indios,AL,495.2,505.5,496.1,377.1,520,478.78,Não,Não
18,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,409.9,478.2,492.6,383.4,480,448.82,Não,Não
18,Soteiro(a),Amarela,M,ESpanhol,27215830,Palmeira dos Indios,AL,570.2,556.8,556.6,663,600,589.32,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27045552,Penedo,AL,428.6,484.8,515.1,392.6,420,448.22,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27220923,Palmeira dos Indios,AL,415.7,389,419.6,487.1,660,474.28,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27047830,Penedo,AL,544.8,597.4,582.7,698.9,840,652.76,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,354.5,496.2,478.1,364.2,680,474.6,"Sim, um",Sim
20,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,425.7,451.6,463.1,449.3,300,417.94,"Sim, um",Sim
19,Soteiro(a),Branca,M,ESpanhol,27215830,Palmeira dos Indios,AL,546.1,533.8,583,609.7,540,562.52,"Sim, um",Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,557.6,497.3,536.6,585.6,700,575.42,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27226328,Coruripe,AL,373.5,497.4,517.6,509.2,520,483.54,Não,Sim
20,Soteiro(a),Preta,F,ESpanhol,27050572,Coruripe,AL,445,518.5,525,425.2,580,498.74,Não,Não
17,Não dec,Branca,M,ESpanhol,27220923,Palmeira dos Indios,AL,498.8,445,387.5,419.8,620,474.22,"Sim, dois",Sim
16,Soteiro(a),Amarela,F,ESpanhol,27220923,Palmeira dos Indios,AL,506.6,567.3,584.6,511.8,580,550.06,Não,Sim
17,Soteiro(a),Branca,M,ESpanhol,27013928,Palmeira dos Indios,AL,427.3,377.1,429.9,431.9,340,401.24,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,509.1,528.8,515.8,461.3,680,539,"Sim, um",Não
18,Soteiro(a),Preta,M,ESpanhol,27047830,Penedo,AL,474.8,543.2,570.3,525,560,534.66,Não,Não
18,Soteiro(a),Parda,M,Inglês,27014002,Palmeira dos Indios,AL,473.3,469.7,482.7,431.2,560,483.38,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,483.7,446.5,500.5,547.7,880,571.68,"Sim, um",Não
18,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,589.8,582.9,599.2,714.5,940,685.28,"Sim, dois",Sim
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,575.6,556.3,592.2,580,760,612.82,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,531.1,546.9,481,529.7,740,565.74,Não,Sim
19,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,515.3,418.5,453.4,388.4,720,499.12,Não,Não
17,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,382.8,571.1,546.3,536.8,700,547.4,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27014037,Palmeira dos Indios,AL,482.4,551.1,520.8,443.8,320,463.62,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27014959,Palmeira dos Indios,AL,407.6,451,391.1,396.9,640,457.32,Não,Sim
26,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,338,558.3,467.1,468.4,460,458.36,Não,Sim
19,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,529.1,435.7,545.2,476.5,600,517.3,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27045552,Penedo,AL,426.6,485.4,514.6,367.2,520,462.76,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,494.1,474.6,505.7,655.5,480,521.98,Não,Não
18,Soteiro(a),Preta,F,ESpanhol,27047830,Penedo,AL,483.5,494.6,532,433.3,500,488.68,Não,Não
19,Soteiro(a),Parda,M,Inglês,27226328,Coruripe,AL,493.3,363,352.6,410.6,380,399.9,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27226328,Coruripe,AL,439.4,357.1,438.9,449.8,580,453.04,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27047830,Penedo,AL,552,486.1,562.9,458.1,580,527.82,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27014959,Palmeira dos Indios,AL,408.3,394,475.3,389.6,580,449.44,Não,Sim
18,Soteiro(a),Preta,F,ESpanhol,27014959,Palmeira dos Indios,AL,426.6,386.3,437.2,390.3,680,464.08,Não,Não
17,Soteiro(a),Preta,F,ESpanhol,27014029,Palmeira dos Indios,AL,485.1,563.7,554.6,519.4,600,544.56,Não,Não
19,Soteiro(a),Preta,F,ESpanhol,27050572,Coruripe,AL,389.8,445.1,494.9,566.7,640,507.3,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27014959,Palmeira dos Indios,AL,357.2,409.5,373.2,491.9,480,422.36,Não,Não
18,Soteiro(a),Preta,F,ESpanhol,27045145,Penedo,AL,434.1,406.4,428.1,424.4,660,470.6,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27045200,Penedo,AL,414.3,380.4,499.2,491.7,460,449.12,"Sim, um",Sim
21,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,500.7,504.6,542.7,579.8,600,545.56,Não,Sim
18,Soteiro(a),Branca,M,Inglês,27050572,Coruripe,AL,640.4,649.6,620.7,780.1,960,730.16,"Sim, dois",Sim
17,Não dec,Parda,M,ESpanhol,27045552,Penedo,AL,376.8,363.2,459.7,463,380,408.54,Não,Não
19,Soteiro(a),Parda,M,ESpanhol,27045552,Penedo,AL,403.8,443.6,393.8,464.2,600,461.08,Não,Não
17,Soteiro(a),Parda,F,Inglês,27045234,Penedo,AL,401.3,459,498.6,379.6,360,419.7,Não,Não
20,Soteiro(a),Branca,M,Inglês,27047830,Penedo,AL,586.4,630.5,575.5,692,880,672.88,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27045200,Penedo,AL,356,367.3,432.6,495.6,620,454.3,Não,Não
17,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,347.7,460.3,456.4,460.8,480,441.04,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27220923,Palmeira dos Indios,AL,526.4,458,534,553.8,660,546.44,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,489.8,503.6,434,495.9,800,544.66,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27215830,Palmeira dos Indios,AL,457.1,602.9,648.3,754.3,940,680.52,"Sim, dois",Sim
17,Soteiro(a),Branca,F,ESpanhol,27220923,Palmeira dos Indios,AL,413.5,458.5,521.8,455.4,560,481.84,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27015068,Palmeira dos Indios,AL,557.8,587.3,563.8,640.1,620,593.8,Não,Sim
17,Soteiro(a),Branca,F,ESpanhol,27013901,Palmeira dos Indios,AL,470,473,513.1,485.7,860,560.36,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27226328,Coruripe,AL,355.8,415.5,467.1,427,500,433.08,Não,Sim
18,Soteiro(a),Branca,F,ESpanhol,27226239,Coruripe,AL,477,409.9,458.6,430.4,600,475.18,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,715,739.4,616.4,850.9,900,764.34,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27013928,Palmeira dos Indios,AL,447.1,500.5,465.8,436.3,440,457.94,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,485.2,389.6,437.2,491.6,540,468.72,Não,Sim
18,Casado(a),Parda,M,ESpanhol,27014029,Palmeira dos Indios,AL,405.9,442.6,466.9,440.3,520,455.14,Não,Sim
18,Soteiro(a),Preta,M,Inglês,27045145,Penedo,AL,356.5,337.3,381.8,396.7,500,394.46,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27226239,Coruripe,AL,499.2,488.4,461.4,392.8,580,484.36,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,573.9,534.7,559.7,498.7,660,565.4,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,466.2,451.8,458,476.9,340,438.58,Não,Não
19,Soteiro(a),Branca,M,Inglês,27050572,Coruripe,AL,544.6,610.2,531.3,662.4,640,597.7,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27015068,Palmeira dos Indios,AL,362.1,473.1,467.6,382.6,300,397.08,"Sim, um",Sim
19,Soteiro(a),Parda,M,Inglês,27045234,Penedo,AL,450.8,469.6,408,432.6,520,456.2,Não,Sim
18,Soteiro(a),Parda,M,Inglês,27013928,Palmeira dos Indios,AL,357.6,477.6,518.4,480.2,500,466.76,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,370.1,375.3,469.9,392,400,401.46,Não,Sim
18,Soteiro(a),Preta,M,ESpanhol,27013995,Palmeira dos Indios,AL,374.9,460.6,429.4,450,420,426.98,Não,Não
26,Soteiro(a),Parda,F,Inglês,27014029,Palmeira dos Indios,AL,436.2,575.6,532.2,466.3,520,506.06,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27215830,Palmeira dos Indios,AL,529.7,617.6,580.7,665,840,646.6,"Sim, um",Sim
17,Soteiro(a),Parda,M,ESpanhol,27220923,Palmeira dos Indios,AL,499,518.4,509.5,436.5,580,508.68,"Sim, um",Sim
19,Soteiro(a),Parda,M,ESpanhol,27215830,Palmeira dos Indios,AL,590.1,595.3,567.8,617.7,700,614.18,"Sim, dois",Sim
18,Soteiro(a),Parda,F,ESpanhol,27215830,Palmeira dos Indios,AL,493.7,544.1,567.1,676.6,820,620.3,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27014037,Palmeira dos Indios,AL,508.8,526.5,550.4,576.3,600,552.4,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,530.9,436.3,497.5,578.7,800,568.68,"Sim, um",Sim
18,Soteiro(a),Parda,F,Inglês,27013995,Palmeira dos Indios,AL,423.2,413.1,417.9,411.1,480,429.06,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27226239,Coruripe,AL,384.5,477.1,505,393,640,479.92,Não,Sim
20,Soteiro(a),Preta,M,ESpanhol,27014010,Palmeira dos Indios,AL,395.6,480.5,327.4,382.8,460,409.26,"Sim, um",Não
18,Soteiro(a),Preta,M,ESpanhol,27215830,Palmeira dos Indios,AL,477.8,575.8,588.9,716.3,600,591.76,"Sim, um",Sim
17,Soteiro(a),Parda,M,Inglês,27220923,Palmeira dos Indios,AL,564.4,613.3,583.5,634.4,640,607.12,"Sim, um",Sim
18,Soteiro(a),Preta,F,Inglês,27042251,Coruripe,AL,353.5,462.4,448.9,449.9,540,450.94,Não,Não
18,Soteiro(a),Parda,F,Inglês,27013928,Palmeira dos Indios,AL,365.9,322,457.9,371.4,520,407.44,Não,Sim
17,Soteiro(a),Preta,M,Inglês,27014010,Palmeira dos Indios,AL,476.9,534.3,507.5,474.2,640,526.58,Não,Não
19,Soteiro(a),Parda,F,ESpanhol,27220923,Palmeira dos Indios,AL,559.2,548,567.2,707.9,620,600.46,"Sim, um",Sim
19,Soteiro(a),Preta,M,Inglês,27047830,Penedo,AL,458.8,519.9,543.5,623.7,560,541.18,Não,Não
21,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,443.7,480.9,465.5,499,520,481.82,Não,Não
18,Soteiro(a),Parda,F,ESpanhol,27045145,Penedo,AL,356.1,354.4,394.8,408.7,540,410.8,Não,Sim
28,Soteiro(a),Amarela,F,ESpanhol,27014029,Palmeira dos Indios,AL,434.4,402.1,498.2,394.6,540,453.86,Não,Não
17,Soteiro(a),Preta,F,ESpanhol,27045552,Penedo,AL,371.8,487.6,532.7,548.8,600,508.18,Não,Sim
17,Soteiro(a),Parda,F,Inglês,27226166,Penedo,AL,402.2,450.5,537.4,498.5,780,533.72,Não,Não
19,Soteiro(a),Parda,M,Inglês,27215830,Palmeira dos Indios,AL,461.1,625.7,569.9,634.1,920,642.16,Não,Não
18,Soteiro(a),Parda,F,Inglês,27050572,Coruripe,AL,461.4,539.3,477.2,449.9,580,501.56,Não,Não
19,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,577.6,583.4,623.4,705.5,660,629.98,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27042251,Coruripe,AL,470.2,524.1,494.3,500.2,880,573.76,Não,Sim
19,Soteiro(a),Parda,F,Inglês,27215830,Palmeira dos Indios,AL,490.5,590.3,561.6,510.2,540,538.52,Não,Não
18,Soteiro(a),Parda,M,ESpanhol,27226328,Coruripe,AL,519.5,400,545.9,513.6,660,527.8,Não,Não
18,Soteiro(a),Parda,M,Inglês,27045137,Penedo,AL,514.6,525.6,542.1,540.9,800,584.64,"Sim, um",Sim
17,Soteiro(a),Parda,F,ESpanhol,27015068,Palmeira dos Indios,AL,395.8,443.4,488.2,429.1,600,471.3,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27045145,Penedo,AL,577,600.8,565.4,519.6,620,576.56,Não,Sim
18,Casado(a),Parda,F,ESpanhol,27042251,Coruripe,AL,470.5,540.1,567.7,534.4,740,570.54,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27014053,Palmeira dos Indios,AL,421.7,471.9,507.9,581.5,580,512.6,"Sim, um",Sim
18,Soteiro(a),Branca,F,ESpanhol,27215830,Palmeira dos Indios,AL,463.8,567.6,587.2,657.5,740,603.22,Não,Sim
18,Soteiro(a),Não dec,F,ESpanhol,27215830,Palmeira dos Indios,AL,551.8,564.1,547.3,666.9,760,618.02,"Sim, um",Sim
17,Soteiro(a),Branca,M,ESpanhol,27013928,Palmeira dos Indios,AL,440.8,444,383.6,480.4,480,445.76,Não,Sim
18,Soteiro(a),Branca,M,Inglês,27013979,Palmeira dos Indios,AL,466.7,365.2,388.8,562,340,424.54,Não,Sim
18,Soteiro(a),Preta,M,Inglês,27045234,Penedo,AL,504.2,529.6,517.2,532.8,500,516.76,Não,Sim
17,Soteiro(a),Parda,M,Inglês,27013995,Palmeira dos Indios,AL,504.3,376.1,409.6,552.7,720,512.54,Não,Não
18,Não dec,Branca,M,Inglês,27226328,Coruripe,AL,465.2,446.7,523.1,371.7,560,473.34,Não,Sim
17,Soteiro(a),Amarela,M,ESpanhol,27042251,Coruripe,AL,517.9,510,494,636.5,520,535.68,Não,Não
17,Soteiro(a),Branca,M,Inglês,27015068,Palmeira dos Indios,AL,465.6,560.1,572.3,668.1,760,605.22,Não,Sim
19,Soteiro(a),Branca,M,ESpanhol,27050572,Coruripe,AL,493.6,532.4,521,717.6,640,580.92,Não,Não
18,Soteiro(a),Parda,M,Inglês,27047830,Penedo,AL,434.1,455.1,515.6,610.5,580,519.06,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27050572,Coruripe,AL,474.6,510.9,539.1,670.8,840,607.08,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,390,501.9,476.6,426.3,620,482.96,Não,Não
17,Soteiro(a),Parda,F,Inglês,27226239,Coruripe,AL,400.6,363.4,354.2,515.2,480,422.68,Não,Sim
17,Soteiro(a),Parda,M,ESpanhol,27014932,Palmeira dos Indios,AL,407.2,414.5,490.2,404.3,440,431.24,Não,Não
18,Soteiro(a),Parda,M,Inglês,27014959,Palmeira dos Indios,AL,432.8,444.8,488.8,442.9,340,429.86,"Sim, um",Sim
18,Soteiro(a),Branca,F,Inglês,27014029,Palmeira dos Indios,AL,439.2,503.5,525.5,386.6,460,462.96,Não,Sim
17,Soteiro(a),Branca,M,ESpanhol,27014029,Palmeira dos Indios,AL,479.2,539.8,517.2,608.8,640,557,Não,Sim
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,378.4,506,466.5,463.2,540,470.82,"Sim, um",Não
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,449.2,443.2,350.7,479.3,580,460.48,Não,Não
17,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,506.2,576.3,539.9,514.2,520,531.32,"Sim, um",Não
17,Soteiro(a),Parda,F,ESpanhol,27014932,Palmeira dos Indios,AL,388.8,484.6,469.6,439.3,320,420.46,Não,Não
17,Soteiro(a),Não dec,M,ESpanhol,27014053,Palmeira dos Indios,AL,437.9,420.3,447.7,497.2,620,484.62,Não,Sim
17,Soteiro(a),Branca,M,Inglês,27013901,Palmeira dos Indios,AL,502,523.5,566.6,556.8,660,561.78,"Sim, um",Sim
18,Soteiro(a),Branca,M,ESpanhol,27042251,Coruripe,AL,354.8,317.7,489.1,436.9,720,463.7,Não,Sim
18,Soteiro(a),Parda,F,Inglês,27047830,Penedo,AL,547.3,560.4,532.1,702.1,660,600.38,Não,Não
18,Soteiro(a),Parda,F,Inglês,27042251,Coruripe,AL,427,427.1,524.4,373.6,560,462.42,Não,Sim
17,Soteiro(a),Amarela,F,ESpanhol,27014010,Palmeira dos Indios,AL,437.1,457.8,520.5,455.6,600,494.2,Não,Sim
18,Soteiro(a),Preta,M,Inglês,27045234,Penedo,AL,570,618.6,550.4,650.3,620,601.86,Não,Não
17,Soteiro(a),Preta,M,ESpanhol,27045552,Penedo,AL,455.7,337.4,512,513.9,420,447.8,Não,Não
18,Soteiro(a),Branca,F,ESpanhol,27047830,Penedo,AL,386.3,450.2,517.6,410.4,520,456.9,"Sim, um",Sim
17,Soteiro(a),Branca,F,ESpanhol,27014029,Palmeira dos Indios,AL,415.6,492.3,530.4,475,600,502.66,"Sim, um",Não
18,Soteiro(a),Parda,F,ESpanhol,27014029,Palmeira dos Indios,AL,426,522.6,550.8,416.9,820,547.26,Não,Não
17,Soteiro(a),Parda,M,ESpanhol,27215474,Penedo,AL,407.7,468,422.2,527.2,620,489.02,"Sim, um",Sim
18,Soteiro(a),Parda,F,ESpanhol,27014959,Palmeira dos Indios,AL,446.1,519.2,551.1,404.9,700,524.26,Não,Não
17,Não dec,Parda,F,ESpanhol,27226239,Coruripe,AL,453.6,501.3,516.5,501.5,600,514.58,Não,Sim
17,Separado(a),Não dec,M,ESpanhol,27014053,Palmeira dos Indios,AL,398.9,443,425.8,449.4,600,463.42,"Sim, um",Sim
18,Soteiro(a),Parda,M,ESpanhol,27042251,Coruripe,AL,405.5,417.7,370.5,481.9,480,431.12,Não,Não
18,Soteiro(a),Amarela,F,ESpanhol,27050572,Coruripe,AL,376.3,499.7,541.2,475.4,500,478.52,Não,Não
